,city,job_title,company_name,location,summary,salary
1058,Los+Angeles,Research Analyst,Athgo International,"Sherman Oaks, CA",The position requires quantitative and qualitative data analysis and reporting skills. The Research Analyst is responsible for designing and conducting analyses...,nothing_found
1059,Los+Angeles,Sr. Data Scientist,The Aerospace Corporation,"El Segundo, CA 90245","Experience in collecting data from/exposing data to various data sources and services (API, XML, JSON). The Computer Systems Research Department (CSRD) is...","$110,000 - $140,000 a year (Indeed est.)"
1060,Los+Angeles,Research Associate II (Stem Cells),CEDARS-SINAI,"Los Angeles, CA","RAII is responsible for the generation and curation of acquired data, implementation of analysis programs, and generation of scripts to assists in laboratory...",nothing_found
1061,Los+Angeles,"Analyst, North America",Riot Games,"Los Angeles, CA","As an Analyst, you’ll join the Insights discipline – the group of researchers, analysts, data scientists and strategists responsible for solving problems and...",nothing_found
1062,Los+Angeles,HUMAN RESOURCES ANALYST III - TEST RESEARCH,Los Angeles County Human Resources,"Los Angeles County, CA","A multiple choice test measuring quantitative problem solving, reading comprehension, reasoning, and data interpretation....","$80,084 - $105,034 a year"
1063,Los+Angeles,Senior Data Engineer,UCLA HEALTH,"Westwood, CA","Work with Business Intelligence and Data Scientists to understand data needs and ingest rich data sources such as external claims data feeds, Electronic Health...",nothing_found
1064,Los+Angeles,Market Research Analyst - Media & Entertainment,Penn Schoen Berland,"Los Angeles, CA","Managing field quotas and cleaning data sets. PSB gets To the Point, backing actionable strategy with scientific-grade data to give you competitive edge, no...",nothing_found
1065,Los+Angeles,Health Data Analysis Manager,Blue Shield of California,"El Segundo, CA","Knowledge of protocols for maintaining data integrity. Responsible for the clinical and/or financial data management, acquisition and analysis....",nothing_found
1066,Los+Angeles,Sr. Data Scientist,Southern California Edison,"Rosemead, CA","Data Scientist will work closely with clients, data stewards & SME’s, information architects, data engineers, project/program managers, and other teams to turn...",nothing_found
1067,Los+Angeles,Analyst - Digital Research,Media Networks,"Glendale, CA","Demonstrated ability to parse, analyze and interpret data; Experience with data refinement (i.e., QA/debugging software such as Charles)....",nothing_found
1068,Los+Angeles,"Director, Performance Analytics",Deutsch,"Los Angeles, CA","Data Management Platforms), ad-serving (e.g. Manage and advocate agency data needs. This position is for a senior-level Performance Analytics guru to lead and...",nothing_found
1069,Los+Angeles,Research Assistant,Exponent,"Los Angeles, CA 90066",Collecting and managing data. Supporting data collection efforts for a large user study conducted on behalf of a Fortune 50 company....,nothing_found
1070,Los+Angeles,Marketing Analyst,Chef'd,"El Segundo, CA 90245","We're a team filled with chef's, culinary writers, data scientists, marketing/sales experts, production associates and more - all committed to playing our...",nothing_found
1071,Los+Angeles,Marketing Analyst,Chef'd,"El Segundo, CA 90245","We're a team filled with chef's, culinary writers, data scientists, marketing/sales experts, production associates and more - all committed to playing our...",nothing_found
1072,Los+Angeles,Senior Analyst - Data Visualization,The Boston Consulting Group,"Los Angeles, CA","Data Visualization Specialists together with Data Engineers, Data Scientists, Scientific Modelers and Scientific Programmers as well Geospatial Analysts, are...",nothing_found
1073,Los+Angeles,"Manager, Marketing Analytics",Hulu,"Santa Monica, CA","Highly competent with quantitative data analysis and utilizing data to drive decision-making, specifically related to marketing effectiveness....",nothing_found
1074,Los+Angeles,Senior Business Analyst,ZestFinance,"Los Angeles, CA",Work closely with a team of data scientists to build machine learning models against specific business objectives....,nothing_found
1075,Los+Angeles,Research Bioinformatician I,CEDARS-SINAI,"Los Angeles, CA","Manages data including loading and querying data from database systems, downloading omic data from public repositories, and transforming data to the necessary...",nothing_found
1076,Los+Angeles,Senior Analytics Engineer,Netflix,"Los Angeles, CA","Have a high degree of comfort in leveraging SQL to manipulate petabytes of data for analysis in relational, no-sql, and distributed data stores such as Redshift...",nothing_found
1077,Los+Angeles,Sr Statistical Programmer,PRA Health Sciences,"Santa Monica, CA","Liaises with other departments to properly implement data models (e.g. Provides input to the statistical analysis plan, table shells, data integration plans,...",nothing_found
1078,Los+Angeles,Entry Level Geologist/Scientist,AECOM,"Los Angeles, CA 90006","+ Collect and enter data, and apply technical principles and theories. + Prepare boring logs, data analysis summary, generate subsurface cross sections and...",nothing_found
1079,Los+Angeles,"Senior Analyst, Quantitative Research",Kelton Global LLC,"Los Angeles, CA",WHO WE ARE: Kelton is a strategy consultancy that creates consumer-oriented business solutions based on core human truths. We create brand relevance and...,nothing_found
1080,Los+Angeles,Jr Food Specialist,BuzzFeed,"Los Angeles, CA 90036","We have offices in 19 cities around the world and more than 1600 employees including reporters, video producers, data scientists, engineers, brand strategists,...",nothing_found
1081,Los+Angeles,Research Biostatistician II,CEDARS-SINAI,"Los Angeles, CA","This may include advice on the design of questionnaires to ease data entry, designing of data screens, documentation, data formats, data dictionary, custom data...",nothing_found
1082,Los+Angeles,Jr Food Specialist,BuzzFeed,"Los Angeles, CA 90036","We have offices in 19 cities around the world and more than 1600 employees including reporters, video producers, data scientists, engineers, brand strategists,...",nothing_found
1083,Los+Angeles,Clinical Research Management System Analyst,UCLA HEALTH,"Westwood, CA","Demonstrated previous experience in working with large data sets (including filtering, sorting, tracking for patterns/abnormalities)....",nothing_found
1084,Los+Angeles,"Director, Data Scientist/Statistics -- Financial Services",KPMG,"Los Angeles, CA 90071","Utilize a variety of rich variety of data sources such as web data, internal/external documents, emails, financial, transactional, sales, and operational data;...",nothing_found
1085,Los+Angeles,Clinical Data Scientist (Manager) [Mandarin proficiency preferred],Pfizer Inc.,"Los Angeles, CA","Clinical Data Scientist. The Clinical Data Scientist designs, develops, and maintains key data management deliverables used to collect, review, monitor, and...",nothing_found
1086,Los+Angeles,Backend Software Engineer,Aptiv,"Santa Monica, CA",This data will be distributed to a diverse set of front end tools to allow for fleet management and remote monitoring applications....,nothing_found
1087,Los+Angeles,Sr. Statistician,Pharmavite,"Northridge, CA 91325","Demonstrated proficiency in using Microsoft Excel, SAS and/or STATA (statistical software), which includes data access, data retrieval, data management, data...",nothing_found
1088,Los+Angeles,Director of Data & Analytics,Joybird,"Commerce, CA",3+ years experience in an analytical role or as a Data Analyst or Data Scientist. The Joybird data & analytics team enables tactical and strategic business...,nothing_found
1089,Los+Angeles,Lead Analyst - Automation & Programming,The Boston Consulting Group,"Los Angeles, CA","Data Engineers, Data Scientists, Scientific Modelers and Programmers as well Geospatial Analysts are the core of the new Analytics Solutions service....",nothing_found
1090,Los+Angeles,"Manager, Data Scientist",KPMG,"Los Angeles, CA 90071","Retrieve, process and prepare a rich data variety of data sources such as social media, news, internal/external documents, emails, financial data, and...",nothing_found
1091,Los+Angeles,"Manager, Data Scientist",KPMG,"Los Angeles, CA 90071","Retrieve, process and prepare a rich data variety of data sources such as social media, news, internal/external documents, emails, financial data, and...",nothing_found
1092,Los+Angeles,Market Research Analyst,East West Bank,"El Monte, CA",Examine and interpret statistical data to assess and design competitive mortgage and consumer loans in the marketplace;...,nothing_found
1093,Los+Angeles,Senior Statistician,"Neustar, Inc.","Los Angeles, CA","You have experienced a variety of data sources, and understand the strengths, weaknesses, limitations, potential pitfalls and errors in many marketing and...",nothing_found
1094,Los+Angeles,Facilities Analyst 3,BOEING,"El Segundo, CA 90245","Skilled scientists and thinkers. Experience with data analysis and metrics. Ensures that configuration control is maintained for data, processes, equipment, and...",nothing_found
1095,Los+Angeles,Growth Analyst,BuzzFeed,"Los Angeles, CA 90036","We have offices in 19 cities around the world and more than 1600 employees including reporters, video producers, data scientists, engineers, brand strategists,...",nothing_found
1096,Los+Angeles,Machine Learning Using R Instructor,UCLA Extension,"Los Angeles, CA","Course disciplines cybersecurity, data science and applications programming subject areas. This field is made possible due to the rapid and simultaneous...","$2,500 a month"
1097,Los+Angeles,BuzzFeed Rotational Fellowship,BuzzFeed,"Los Angeles, CA 90036","We have offices in 19 cities around the world and more than 1600 employees including reporters, video producers, data scientists, engineers, brand strategists,...",nothing_found
1098,Los+Angeles,Business Analyst - Operation Research,"Sunwest Mortgage Company, Inc.","Cerritos, CA 90703","Review, design, and analyze software and business needs and assist in software development, implementation, database review, and business analysis for problems...",nothing_found
1099,Los+Angeles,HEPLISAV-B Post Marketing Safety Study (Intern-Grad),Kaiser Permanente,"Pasadena, CA","Under the guidance of a Project Manager/Director, responsible for collectingand researching data, performing analysis, providing recommendationsand presenting...",nothing_found
1100,Los+Angeles,Director HR Data Scientist,KPMG,"Los Angeles, CA 90071","Develop data visualizations that allow users to gain insights into the data. KPMG is currently seeking a HR Director, Data Scientist to join our HR organization...",nothing_found
1101,Los+Angeles,Sr. Assoc Machine Learning Modeler / Data Scientist,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",nothing_found
1102,Los+Angeles,Associate Director - Translational Science,Atara Biotherapeutics,"Los Angeles, CA","Experience effectively presenting and conveying scientific data internally. The Associate Director - Translational Science, acts as a semi-independent Scientist...",nothing_found
1103,Los+Angeles,Lead Scientific Modeler,The Boston Consulting Group,"Los Angeles, CA","Data Engineers, Data Scientists, Scientific Modelers and Programmers as well Geospatial Analysts are the core of the new GAMMA service....",nothing_found
1104,Los+Angeles,IT Support Specialist,Chef'd,"El Segundo, CA 90245","We're a team filled with chef's, culinary writers, data scientists, marketing/sales experts, production associates and more - all committed to playing our...",nothing_found
1105,Los+Angeles,Ad Operations and Paid Social Analyst,BuzzFeed,"Los Angeles, CA 90036","We have offices in 19 cities around the world and more than 1600 employees including reporters, video producers, data scientists, engineers, brand strategists,...",nothing_found
1106,Los+Angeles,Mid-Level Communications Systems Engineer Analyst,BOEING,"El Segundo, CA 90245",Skilled scientists and thinkers. Familiarity with statistical analysis as well as data analytics techniques for large data sets....,nothing_found
1107,Los+Angeles,Software Engineer,MedFax,"Glendale, CA 91208","MedFax continually ingests data from more than 10,000 sources, creating the first truly validated, trustworthy, actionable tool for the healthcare industry to...",nothing_found
1108,Los+Angeles,West Region Director of Sales - Data Services,CDK Global,"Los Angeles, CA 90001","CDK Data Services is the automotive industries engine for automotive data. From data scientists to sales and client service experts, we’re hiring to support...",nothing_found
1109,Los+Angeles,Korean Speaking Open Source Research Analyst,The Camstoll Group,"Los Angeles, CA","Utilizing proprietary open-source research methods, network analysis, and data analytics, we generate insights into today's most complex policy, regulatory, and...",nothing_found
1110,Los+Angeles,Laboratory Manager,"Eurofins VRL, Inc.","Los Angeles, CA",Oversees the checking and transfer of data as necessary and takes steps to correct possibly inaccurate data prior to continued processing or release....,nothing_found
1111,Los+Angeles,Digital Product Intern,Chef'd,"El Segundo, CA 90245","We're a team filled with chef's, culinary writers, data scientists, marketing/sales experts, production associates and more - all committed to playing our...",nothing_found
1112,Los+Angeles,"Software Engineer, Los Angeles",Smarkets,"Los Angeles, CA","Solid knowledge of data structures and algorithms. Come join former financial and adtech engineers, researchers, scientists, and PhDs at one of the most dynamic...",nothing_found
1113,Los+Angeles,Histotechnologist - 5K Sign On and Relo! - Los Angeles,Covance,"Los Angeles, CA","Ability to adequately maintain accurate records and both adhere to Standard Operating Procedures:o Calibrate instruments, verification of temperature, and...",nothing_found
1114,Los+Angeles,Engineering Intern,Stantec,"Pasadena, CA","Performing simple calculations, computer data entry, along with some exposure to Microstation, Revit, CAD, GIS, design and cross-training....",nothing_found
1115,Los+Angeles,Senior Institutional Research Analyst,California Institute of Technology,"Pasadena, CA 91125","The Analyst will use data visualization tools to display and summarize data, trends, and patterns effectively....",nothing_found
1116,Los+Angeles,Data Scientist/Analytics,Global Brands Group,"Los Angeles, CA 90049","Other ad-hoc analyses, data projects. Experience managing end-to-end machine learning pipeline from data exploration, feature engineering, model building,...",nothing_found
1117,Los+Angeles,Manager - Lab Services,Southern California Hospitals at Culver City,"Culver City, CA",Valid Clinical Laboratory Scientist (CLS) license from the State of California Department of Public Health. The laboratory manager is also the custodian of the...,nothing_found
1118,Los+Angeles,AV Specialist (Contract),BuzzFeed,"Los Angeles, CA 90036","Our employees are reporters, writers, multi-hyphenate producers, data scientists, designers, engineers, creatives, brand strategists, and more....",nothing_found
1119,Los+Angeles,Insights Manager,Riot Games,"Santa Monica, CA 90404",Your strength in crafting accessible narratives around data means stakeholders can easily access your thinking and findings....,nothing_found
1120,Los+Angeles,Manufacturing Planner,BOEING,"El Segundo, CA 90245",Skilled scientists and thinkers. Reviews and approves supplier data to ensure manufacturing related requirements are met....,nothing_found
1121,Los+Angeles,"Analytics Expert, Team Manager - Automation & Programming",The Boston Consulting Group,"Los Angeles, CA","Data Engineers, Data Scientists, Scientific Modelers and Programmers as well Geospatial Analysts are the core of the new Analytics Solutions service....",nothing_found
1122,Los+Angeles,Mid-Level DSP Subsystems/Algorithm Engineer,BOEING,"El Segundo, CA 90245",Skilled scientists and thinkers. Experience with performance characteristics of analog electronics or data converters (ADCs / DACs)....,nothing_found
1123,Los+Angeles,"Software Engineer, Los Angeles",Smarkets,"Los Angeles, CA","Solid knowledge of data structures and algorithms. Come join former financial and adtech engineers, researchers, scientists, and PhDs at one of the most dynamic...",nothing_found
1124,Los+Angeles,Histotechnologist - 5K Sign On and Relo! - Los Angeles,Covance,"Los Angeles, CA","Ability to adequately maintain accurate records and both adhere to Standard Operating Procedures:o Calibrate instruments, verification of temperature, and...",nothing_found
1125,Los+Angeles,Senior Institutional Research Analyst,California Institute of Technology,"Pasadena, CA 91125","The Analyst will use data visualization tools to display and summarize data, trends, and patterns effectively....",nothing_found
1126,Los+Angeles,Quality Complaint Analyst,Beckman Coulter - Diagnostics,"Brea, CA",Generate and analyze customer feedback (CF) data to improve product reliability and performance for our customers....,nothing_found
1127,Los+Angeles,Postdoctoral Research Associate,USC,"Los Angeles, CA","The candidate must be willing to perform low-level data manipulations, including locating/downloading data from public resources, populating databases, and data...","$48,000 - $70,000 a year"
1128,Los+Angeles,AV Specialist (Contract),BuzzFeed,"Los Angeles, CA 90036","Our employees are reporters, writers, multi-hyphenate producers, data scientists, designers, engineers, creatives, brand strategists, and more....",nothing_found
1129,Los+Angeles,Entry-Level Civil/ Environmental Engineer,Burns & McDonnell,"Brea, CA 92821","Burns & McDonnell is making the world a more amazing place with more than 5,000 engineers, architects, construction professionals, scientists and consultants on...",nothing_found
1130,Los+Angeles,Manufacturing Planner,BOEING,"El Segundo, CA 90245",Skilled scientists and thinkers. Reviews and approves supplier data to ensure manufacturing related requirements are met....,nothing_found
1131,Los+Angeles,Manufacturing Planner,BOEING,"El Segundo, CA 90245",Skilled scientists and thinkers. Reviews and approves supplier data to ensure manufacturing related requirements are met....,nothing_found
1132,Los+Angeles,GEOINT Subject Matter Expert,BOEING,"Huntington Beach, CA 92647",Skilled scientists and thinkers. Experience with data analysis capabilities. Provide daily operational support to data analysis functions and assist field...,nothing_found
1133,Los+Angeles,SIGINT Subject Matter Expert,BOEING,"Huntington Beach, CA 92647",Skilled scientists and thinkers. Experience with data analysis capabilities. Provide daily operational support to data analysis functions and assist field...,nothing_found
1134,Los+Angeles,Quality Complaint Analyst,Beckman Coulter - Diagnostics,"Brea, CA",Generate and analyze customer feedback (CF) data to improve product reliability and performance for our customers....,nothing_found
1135,Los+Angeles,Entry-Level Civil/ Environmental Engineer,Burns & McDonnell,"Brea, CA 92821","Burns & McDonnell is making the world a more amazing place with more than 5,000 engineers, architects, construction professionals, scientists and consultants on...",nothing_found
1136,Los+Angeles,Laboratory Assistant (PM),Olympia Medical Center,"Los Angeles, CA 90036","Assist in data collection in Point of Care Program. Assist the Clinical Laboratory Scientist in the pre-analytic and post-analytic phase of testing, following...",nothing_found
1137,Los+Angeles,Laboratory Assistant (Nights),Olympia Medical Center,"Los Angeles, CA 90036","Assist in data collection in Point of Care Program. Assist the Clinical Laboratory Scientist in the pre-analytic and post-analytic phase of testing, following...",nothing_found
1138,Los+Angeles,Front-end Software Engineer,Smarkets,"Los Angeles, CA","Come join former financial and adtech engineers, researchers, scientists, and PhDs at one of the most dynamic workforces in Europe....",nothing_found
1139,Los+Angeles,Software Engineer w/Active Secret Clearance,Columbus Technologies and Services,"El Segundo, CA 90245","Working knowledge with MIL-STD-1553, IS-GPS-153 Serial Interface protocol, signal selection, acquisition and tracking, Position, Velocity, and Time (PVT)...",nothing_found
1140,Los+Angeles,Technology Architect - US,ITL USA,"Los Angeles, CA","Infosys–DNA-Analytics– Technology Architect - US – Data Scientist - NLP & Python. Apply data science techniques to analyze large amounts of data, presenting...",nothing_found
1141,Los+Angeles,Front-end Software Engineer,Smarkets,"Los Angeles, CA","Come join former financial and adtech engineers, researchers, scientists, and PhDs at one of the most dynamic workforces in Europe....",nothing_found
1142,Los+Angeles,Technology Architect - US,ITL USA,"Los Angeles, CA","Infosys–DNA-Analytics– Technology Architect - US – Data Scientist - NLP & Python. Apply data science techniques to analyze large amounts of data, presenting...",nothing_found
1143,Los+Angeles,Laboratory Assistant (PM),Olympia Medical Center,"Los Angeles, CA 90036","Assist in data collection in Point of Care Program. Assist the Clinical Laboratory Scientist in the pre-analytic and post-analytic phase of testing, following...",nothing_found
1144,Los+Angeles,Laboratory Assistant (Nights),Olympia Medical Center,"Los Angeles, CA 90036","Assist in data collection in Point of Care Program. Assist the Clinical Laboratory Scientist in the pre-analytic and post-analytic phase of testing, following...",nothing_found
1145,Los+Angeles,CLS PD Variable Shift,Monterey Park Hospital,"Monterey Park, CA 91754",A current California State Clinical Laboratory Scientist License required. He/she assumes responsibility for the accuracy of results and the appropriate...,nothing_found
1146,Los+Angeles,"Developer Advocate, DevOps",Google,"Los Angeles, CA","The Cloud Developer Relations team consists of experts from a wide range of technology roles including Software Engineers, Data Scientists and Engineers,...",nothing_found
1147,Los+Angeles,"Data Scientist, Workforce Analytics",Warner Bros. Entertainment Group,"Burbank, CA","We are currently seeking a Data Scientist to join our HR Services Workforce Analytics team. Performing data exploration, cleaning, and wrangling to understand...",nothing_found
1148,Los+Angeles,"Freelance VFX, Branded Video",BuzzFeed,"Los Angeles, CA 90036","We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,...",nothing_found
1149,Los+Angeles,Mission Design Analyst,The Aerospace Corporation,"El Segundo, CA 90245",Visualize engineering data utilizing custom 3D OpenGL software and various off-the-shelf graphics tools. Our state-of-the-art laboratory facilities are staffed...,nothing_found
1150,Los+Angeles,Producer,Age of Learning,"Glendale, CA 91203","Facilitate process, logistics and coordination for a diverse analysis team of researchers, data scientists, and engineers....",nothing_found
1151,Los+Angeles,Marketing Analytics Manager,Beckman Coulter - Diagnostics,"Brea, CA",Scientists use our life science research instruments to study complex biological problems including causes of disease and potential new therapies or drugs....,nothing_found
1152,Los+Angeles,"Chair Health Systems Science- KP School of Medicine- Pasadena, CA",Kaiser Permanente,"Pasadena, CA","It will provide students with the opportunity to be taught by exceptional foundational scientists, clinical scientists, health system scientists, and the...",nothing_found
1153,Los+Angeles,Senior Flow Cytometry Manager,UCLA HEALTH,"Westwood, CA",The incumbent will collaborate with scientists within the organization to actively improve and drive therapeutic antibody discovery efforts by integrating flow...,nothing_found
1154,Los+Angeles,Strategy Engagement Manager,ZestFinance,"Los Angeles, CA",Manage a team of data scientists & analysts building machine learning models to demonstrate the technology’s business value....,nothing_found
1155,Los+Angeles,Digital Marketing Operations Senior Analyst,Beckman Coulter - Diagnostics,"Brea, CA","Scientists use our life science research instruments to study complex biological problems, including causes of disease and potential new therapies or drugs....",nothing_found
1156,Los+Angeles,"Freelance Post Production Coordinator, Branded Video",BuzzFeed,"Los Angeles, CA 90036","We have offices in 19 cities around the world and more than 1600 employees including reporters, video producers, data scientists, engineers, brand strategists,...",nothing_found
1157,Los+Angeles,"Freelance Assistant Editor, Branded Video",BuzzFeed,"Los Angeles, CA 90036","We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,...",nothing_found
1158,Los+Angeles,Machine Learning Engineer & Researcher,Payette Group,"Los Angeles, CA","We operate a massive stack, currently using mostly C++, Go and Java, as well as Javascript and Python for front-end and data analysis. About the company:....",$119 an hour
1159,Los+Angeles,Procurement Coordinator B (Huntington Beach),BOEING,"Huntington Beach, CA 92647","Enter data, extract data and perform updates of databases for procurement agents, management and other customers to ensure data integrity and timeliness....",nothing_found
1160,Los+Angeles,"College Intern, Information Technology - Enterprise Architecture",Beckman Coulter - Diagnostics,"Brea, CA","Passion for data. This position will work across all areas of IT, both functionally and geographically in collection of data and building processes for...",nothing_found
1161,Los+Angeles,"Developer Advocate, Cloud Native",Google,"Los Angeles, CA","The Cloud Developer Relations team consists of experts from a wide range of technology roles including Software Engineers, Data Scientists and Engineers,...",nothing_found
1162,Los+Angeles,Social Marketing Strategist,Chef'd,"El Segundo, CA 90245","We're a team filled with chef's, culinary writers, data scientists, marketing/sales experts, production associates and more - all committed to playing our...",nothing_found
1163,Los+Angeles,Sr. Cybersecurity Specialist,BOEING,"El Segundo, CA 90245",Skilled scientists and thinkers. Experience in assessing and documenting test or analysis data to show cybersecurity compliance....,nothing_found
1164,Los+Angeles,Research Lab Assistant I (Per Diem),CEDARS-SINAI,"Los Angeles, CA","Preparation of reagents and solutions, data entry and organization is preferred. The employee will be trained on-the-job in basic benchwork under close...",nothing_found
1165,Los+Angeles,R&D Chef,Chef'd,"El Segundo, CA 90245","We're a team filled with chef's, culinary writers, data scientists, marketing/sales experts, production associates and more - all committed to playing our...",nothing_found
1166,Los+Angeles,Mid-Level Systems Architecture Modeling & Simulation Engineer,BOEING,"El Segundo, CA 90245",Skilled scientists and thinkers. Proficiency in MATLAB for data analysis and/or modeling and simulation. Experience in engineering modeling and/or analysis with...,nothing_found
1167,Los+Angeles,Versatile Technologist,BOEING,"Huntington Beach, CA 92647","Skilled scientists and thinkers. Experience with security of architecture, electronic data communications, network/data to provide computing security services...",nothing_found
1168,Los+Angeles,Part-Time AutoCAD/Graphics Technician/Project Support,Tetra Tech,"Pasadena, CA 91107",Provides support to engineers and scientists including report preparation:. Writes scripts to import data from MS Excel tables into AutoCAD....,nothing_found
1169,Los+Angeles,"Director, Business Development, Technology Transition",Physical Optics Corporation,"Torrance, CA","Support strategic long range planning, market analyses and forecast data for DoD and commercial market sector....",nothing_found
1170,Los+Angeles,Data Platform Engineer,Tala,"Santa Monica, CA","Mentor engineers, data scientists, and analysts on best practices and code efficiency. Develop and deploy platforms, services, abstractions, and frameworks that...",nothing_found
1171,Los+Angeles,"College Intern, Information Technology - Enterprise Architecture",Beckman Coulter - Diagnostics,"Brea, CA","Passion for data. This position will work across all areas of IT, both functionally and geographically in collection of data and building processes for...",nothing_found
1172,Los+Angeles,R&D Chef,Chef'd,"El Segundo, CA 90245","We're a team filled with chef's, culinary writers, data scientists, marketing/sales experts, production associates and more - all committed to playing our...",nothing_found
1173,Los+Angeles,"Director, Business Development, Technology Transition",Physical Optics Corporation,"Torrance, CA","Support strategic long range planning, market analyses and forecast data for DoD and commercial market sector....",nothing_found
1174,Los+Angeles,2018 High School Technical - GME Quality - Redondo Beach,Northrop Grumman,"Redondo Beach, CA 90278","Conducts tests and reports data in prescribed format. Trade studies, project planning, system modeling, review of technical and management data, performance...",nothing_found
1175,Los+Angeles,Mid-Level Network Designer,BOEING,"Huntington Beach, CA 92647","Skilled scientists and thinkers. Identifies, analyzes and documents requirements for both classified and unclassified network transport technologies and...",nothing_found
1176,Los+Angeles,Senior Drainage Engineer,HDR,"Los Angeles, CA 90017","Collect, assimilate, and present data in reports, memos and public forums; We create an unshakable foundation for progress because our multidisciplinary teams...",nothing_found
1177,Los+Angeles,Operations Manager - Special Projects,Chef'd,"El Segundo, CA 90245","We're a team filled with chef's, culinary writers, data scientists, marketing/sales experts, production associates and more - all committed to playing our...",nothing_found
1178,Los+Angeles,"Technical Writer, R&D",Squar Milner,"Encino, CA 91436","Specifically, ability to interview technical personnel (Engineers and Scientists) and document their findings....",nothing_found
1179,Los+Angeles,Pilot Plant / Product Development Technician,Soylent,"Los Angeles, CA",Potential for growth into product scientist role. This role may also have responsibility for collecting and organizing lab data....,nothing_found
1180,Los+Angeles,Bioinformatics Director,California Institute of Technology,"Pasadena, CA 91125","Expertise in data analysis including experimental design, exploratory data analysis, and application of appropriate statistical methods....",nothing_found
1181,Los+Angeles,Sanitation Manager,Chef'd,"El Segundo, CA 90245","We're a team filled with chef's, culinary writers, data scientists, marketing/sales experts, production associates and more - all committed to playing our...",nothing_found
1182,Los+Angeles,Purchasing Manager,Chef'd,"El Segundo, CA 90245","We're a team filled with chef's, culinary writers, data scientists, marketing/sales experts, production associates and more - all committed to playing our...",nothing_found
1183,Los+Angeles,Category Manager,Chef'd,"El Segundo, CA 90245","We're a team filled with chef's, culinary writers, data scientists, marketing/sales experts, production associates and more - all committed to playing our...",nothing_found
1184,Los+Angeles,Machine Learning Engineer & Researcher,Payette Group,"Los Angeles, CA","We operate a massive stack, currently using mostly C++, Go and Java, as well as Javascript and Python for front-end and data analysis. About the company:....",$119 an hour
1185,Los+Angeles,Digital Marketing - Data Scientist,Sony Pictures Entertainment Inc.,"Culver City, CA 90232","Digital Marketing - Data Scientist. The Data Scientist responsibilities are split between two major areas:. Other ad-hoc analyses, data projects....",nothing_found
1186,Los+Angeles,Principal Water Process Engineer,Stantec,"Pasadena, CA","Data gathering through desk top study and site work, data analysis and interpretation. Our Water sector, which brings together many of the world’s top engineers...",nothing_found
1187,Los+Angeles,Senior Postdoctoral Research Fellow - Translational Molecular Medicine,Providence Health & Services,"Santa Monica, CA 90407",Experience in performing silico data mining and sequence analysis interpretation. Training the next generation of surgical scientists who study and treat cancer...,nothing_found
1188,Los+Angeles,Scientific Writer I,Public Health Institute,"Monrovia, CA 91016",Assists the Research Coordinator in the development of the Data and Specimen Submission Schedule to ensure the specific requirements of the protocols as...,nothing_found
1189,Los+Angeles,Specialist Customer Technical Support,Beckman Coulter - Diagnostics,"Brea, CA",Scientists use our life science research instruments to study complex biological problems including causes of disease and potential new therapies or drugs....,nothing_found
1190,Los+Angeles,Innovation Program Manager,BuzzFeed,"Los Angeles, CA 90036","We have offices in 19 cities around the world and more than 1600 employees including reporters, video producers, data scientists, engineers, brand strategists,...",nothing_found
1191,Los+Angeles,R&D Chef,Chef'd,"El Segundo, CA 90245","We're a team filled with chef's, culinary writers, data scientists, marketing/sales experts, production associates and more - all committed to playing our...",nothing_found
1192,Los+Angeles,"Director, Business Development, Technology Transition",Physical Optics Corporation,"Torrance, CA","Support strategic long range planning, market analyses and forecast data for DoD and commercial market sector....",nothing_found
1193,Los+Angeles,2018 High School Technical - GME Quality - Redondo Beach,Northrop Grumman,"Redondo Beach, CA 90278","Conducts tests and reports data in prescribed format. Trade studies, project planning, system modeling, review of technical and management data, performance...",nothing_found
1194,Los+Angeles,Mid-Level Network Designer,BOEING,"Huntington Beach, CA 92647","Skilled scientists and thinkers. Identifies, analyzes and documents requirements for both classified and unclassified network transport technologies and...",nothing_found
1195,Los+Angeles,Senior Drainage Engineer,HDR,"Los Angeles, CA 90017","Collect, assimilate, and present data in reports, memos and public forums; We create an unshakable foundation for progress because our multidisciplinary teams...",nothing_found
1196,Los+Angeles,Operations Manager - Special Projects,Chef'd,"El Segundo, CA 90245","We're a team filled with chef's, culinary writers, data scientists, marketing/sales experts, production associates and more - all committed to playing our...",nothing_found
1197,Los+Angeles,"Technical Writer, R&D",Squar Milner,"Encino, CA 91436","Specifically, ability to interview technical personnel (Engineers and Scientists) and document their findings....",nothing_found
1198,Los+Angeles,Pilot Plant / Product Development Technician,Soylent,"Los Angeles, CA",Potential for growth into product scientist role. This role may also have responsibility for collecting and organizing lab data....,nothing_found
1199,Los+Angeles,Bioinformatics Director,California Institute of Technology,"Pasadena, CA 91125","Expertise in data analysis including experimental design, exploratory data analysis, and application of appropriate statistical methods....",nothing_found
1200,Los+Angeles,Sanitation Manager,Chef'd,"El Segundo, CA 90245","We're a team filled with chef's, culinary writers, data scientists, marketing/sales experts, production associates and more - all committed to playing our...",nothing_found
