,city,job_title,company_name,location,summary,salary
1493,Atlanta,Engineering Co-op Job,Golder Associates,"Atlanta, GA 30341","Assist in office functions - report writing and assembly, data management, other assignments as assigned. On-the-job training with world-renowned engineers and...",nothing_found
1494,Atlanta,Risk Officer I or II,BBVA Compass,"Atlanta, GA 30326 (Buckhead area)","Master’s Degree in a quantitative field (Financial Engineering, Quantitative Finance, Mathematics, Statistics, Economics, Physics or Data Scientist.)....",nothing_found
1495,Atlanta,Resident Project Representative,HDR,"Atlanta, GA","We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",nothing_found
1496,Atlanta,Software Engineer,MedFax,"Johns Creek, GA","MedFax continually ingests data from more than 10,000 sources, creating the first truly validated, trustworthy, actionable tool for the healthcare industry to...",nothing_found
1497,Atlanta,"Data Engineer, Power BI",CapTech Consulting,"Atlanta, GA","Design, develop, document, and test advanced data systems that bring together data from disparate sources, making it available to data scientists, analysts, and...",nothing_found
1498,Atlanta,Benefits Administrator,Imerys,"Atlanta, GA","Assist Benefits Supervisor with annual plan audits (collecting data, requested information) and annual valuation process/data collection....",nothing_found
1499,Atlanta,"Account Executive Fraud Solutions, Acquiring Eastern Region",Feedzai,"Atlanta, GA","Founded and developed by data scientists and aerospace engineers, Feedzai has one critical mission:. We’re coding the future of commerce with a leading platform...",nothing_found
1500,Atlanta,Product Development Engineer,Halyard Health,"Alpharetta, GA",Previous data manipulation and statistical analysis experience with software (JMP or Minitab) preferred. Generate and analyze test data and reports to determine...,nothing_found
1501,Atlanta,Research Engineer II - Open Innovation and Tech Scouting,Halyard Health,"Alpharetta, GA","Strong Data Management skills. Build and maintain strong relationships with key opinion leaders, scientists, innovators and entrepreneurs in both academic and...",nothing_found
1502,Atlanta,Senior Software Engineer,Feedzai,"Atlanta, GA","Founded and developed by data scientists and aerospace engineers, Feedzai has one critical mission:. You will design & implement our back-end architecture, from...",nothing_found
1503,Atlanta,"Senior Analyst - Multi-client Benchmarks, GC Insights - New Ventures",McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)","As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)...",nothing_found
1504,Atlanta,Engineer I,Scientific Research Corporation,"Atlanta, GA 30339","Interprets the data, verifies product documentation, designs, layouts, or drawings for adequacy and reliability....",nothing_found
1505,Atlanta,Database Engineer - CIPHER - 1668,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)",Extensive focus on securing data. Design and development of appropriate data structures given business requirements....,nothing_found
1506,Atlanta,Software Engineer - New Ventures Campus,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)","As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)...",nothing_found
1507,Atlanta,Engineering Co-op Job,Golder Associates,"Atlanta, GA 30341","Assist in office functions - report writing and assembly, data management, other assignments as assigned. On-the-job training with world-renowned engineers and...",nothing_found
1508,Atlanta,Senior Packaging Engineer I - PET,The Coca-Cola Company,"Atlanta, GA 30301 (Buckhead area)","Must clearly communicate New Process Designs to R&D Scientists, Supply Chain leadership, co-packer management and operations....",nothing_found
1509,Atlanta,Risk Officer I or II,BBVA Compass,"Atlanta, GA 30326 (Buckhead area)","Master’s Degree in a quantitative field (Financial Engineering, Quantitative Finance, Mathematics, Statistics, Economics, Physics or Data Scientist.)....",nothing_found
1510,Atlanta,Assoc Risk Officer I or II,BBVA Compass,"Atlanta, GA 30326 (Buckhead area)","Master’s Degree in a quantitative field (Financial Engineering, Quantitative Finance, Mathematics, Statistics, Economics, Physics or Data Scientist.)....",nothing_found
1511,Atlanta,Resident Project Representative,HDR,"Atlanta, GA","We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",nothing_found
1512,Atlanta,Software Engineer,MedFax,"Johns Creek, GA","MedFax continually ingests data from more than 10,000 sources, creating the first truly validated, trustworthy, actionable tool for the healthcare industry to...",nothing_found
1513,Atlanta,"Data Engineer, Power BI",CapTech Consulting,"Atlanta, GA","Design, develop, document, and test advanced data systems that bring together data from disparate sources, making it available to data scientists, analysts, and...",nothing_found
1514,Atlanta,"Data Engineer, Scala",CapTech Consulting,"Atlanta, GA","Design, develop, document, and test advanced data systems that bring together data from disparate sources, making it available to data scientists, analysts, and...",nothing_found
1515,Atlanta,"Data Engineer, Python",CapTech Consulting,"Atlanta, GA","Design, develop, document, and test advanced data systems that bring together data from disparate sources, making it available to data scientists, analysts, and...",nothing_found
1516,Atlanta,Sr. Software Engineer,KPMG,"Atlanta, GA 30338",Lead the development of big data analytics and cloud applications to facilitate the work of data scientists and solution developers....,nothing_found
1517,Atlanta,Benefits Administrator,Imerys,"Atlanta, GA","Assist Benefits Supervisor with annual plan audits (collecting data, requested information) and annual valuation process/data collection....",nothing_found
1518,Atlanta,"Account Executive Fraud Solutions, Acquiring Eastern Region",Feedzai,"Atlanta, GA","Founded and developed by data scientists and aerospace engineers, Feedzai has one critical mission:. We’re coding the future of commerce with a leading platform...",nothing_found
1519,Atlanta,Product Development Engineer,Halyard Health,"Alpharetta, GA",Previous data manipulation and statistical analysis experience with software (JMP or Minitab) preferred. Generate and analyze test data and reports to determine...,nothing_found
1520,Atlanta,CAD Designer Job,Golder Associates,"Atlanta, GA 30341",Reduce topographic data and survey field notes; In this role you will work with a team of talented engineers and scientists on various projects for the...,nothing_found
1521,Atlanta,"Sr. Manager, Online Data Science",Agile,"Atlanta, GA","Lead and mentor a team of Data Scientist. Data science, data scientist, lead, manager, senior manager, sr. manager, machine learning, algorithms....",nothing_found
1522,Atlanta,Account Manager,NOKIA,"Roswell, GA 30076","Demonstrated success selling Software and Services in the Cable, Telecommunications or Data Center space. Broad knowledge of service provider and data center...",nothing_found
1523,Atlanta,FPGA Researcher (Mid/Senior) - ACL - 1646,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)","Qualified applicants will have experience with FPGA design and debugging using simulation, test benches, on-chip data capture, and electronic test equipment....",nothing_found
1524,Atlanta,Data Scientist,United Way,"Atlanta, GA","The Data Scientist will be a part of the data management and integration team to analyze public, proprietary and collaborative data sets and develop data-driven...",nothing_found
1525,Atlanta,"Sr Scientist II, Analytical Science",The Coca-Cola Company,"Atlanta, GA 30301 (Buckhead area)",Process and interpret data. Candidates (US citizen or permanent resident/green card) of interest should have a Ph.D....,nothing_found
1526,Atlanta,Data Engineer,Hearst Auto,"Chamblee, GA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader....,nothing_found
1527,Atlanta,Systems Administrator,Scientific Research Corporation,"Atlanta, GA 30339",Provide technical administration support to tactical data link (TDL) mission PC systems. The mission of the 625 OC is to conduct data link operations to support...,nothing_found
1528,Atlanta,"Senior Software Engineer – Secureworks – Austin, TX, Atlanta, GA or Remote",DELL,"Atlanta, GA","You’ll join a very seasoned team of Software Engineers, Security Experts, and Data Scientists, and collaborate with stakeholders across security and technology...",nothing_found
1529,Atlanta,Transportation Engineer Planner,VHB,"Atlanta, GA 30326 (Buckhead area)","Traffic data collection and tabulation. VHB’s passionate professionals include engineers, scientists, planners, and designers who partner with public and...",nothing_found
1530,Atlanta,"Data Engineer - GC Insights, New Ventures",McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)","As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)...",nothing_found
1531,Atlanta,Front-End Web Application Developer - ELSYS - 1623,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)","Research Scientist II. Our research group is predominantly focused on the creation of collaborative, browser-based tools to support large-scale data...",nothing_found
1532,Atlanta,Associate Architect or Architectural Engineer Atlanta,"Wiss, Janney, Elstner Associates","Duluth, GA 30097","Ability to record data clearly and write passages for reports, letters, etc. Wiss, Janney, Elstner Associates (WJE) is a global firm of engineers, architects,...",nothing_found
1533,Atlanta,Lead Senior Mobile Developer (iOS),Perficient,"Atlanta, GA 30338","Our team is comprised of 200+ experienced strategists, media planners, design pros, data scientists and engineers....",nothing_found
1534,Atlanta,"Senior Software Engineer – Secureworks – Austin, TX, Atlanta, GA or Remote",DELL,"Atlanta, GA","You’ll join a very seasoned team of Software Engineers, Security Experts, and Data Scientists, and collaborate with stakeholders across security and technology...",nothing_found
1535,Atlanta,Data Visualization Software Engineer,KPMG,"Atlanta, GA 30338","Ability to perform data tasks, working with a variety of SQL, NoSQL, and HDFS data stores and preparing data for visualization....",nothing_found
1536,Atlanta,Big Data Engineer,AT&T,"Alpharetta, GA","Implements statistical data quality procedures on new data sources, and by applying rigorous iterative data analytics, supports Data Scientists in data sourcing...",nothing_found
1537,Atlanta,Scientist – Statistics and Evaluation Center,AMERICAN CANCER SOCIETY,"Atlanta, GA",Manage and analyze qualitative data under the direction of SEC leadership. Support efforts to ensure collection of quality data and their analysis and...,nothing_found
1538,Atlanta,Associate Research Scientist - 6-month intern position,PreVisor,"Atlanta, GA","Knowledgeable in SPSS and data analysis programs. Contribute to the ongoing development, validation, revision, and management of assessments and solutions and...",nothing_found
1539,Atlanta,Data Scientist,The Coca-Cola Company,"Atlanta, GA 30301 (Buckhead area)","Excellent data wrangling skills; As a key member of the Coca-Cola Company Freestyle organization supporting specifically Engineering & Innovation, the Data...",nothing_found
1540,Atlanta,DATA SCIENTIST,"Interface, Inc.","Atlanta, GA","Interface is seeking a Data Scientist in Atlanta, GA. The Data Scientist will serve as this organization’s though-leader, helping to grow their data science...",nothing_found
1541,Atlanta,Operations Research Analyst I,Delta Global Staffing,"Atlanta, GA 30354 (Lakewood Heights-Southeastern area)","Overview Delta Global Services, a wholly owned subsidiary of Delta Air Lines Inc, has a Operations Research Analyst I position open in Atlanta, GA through our...",nothing_found
1542,Atlanta,Physics Modeling and Simulation Jr. Engineer - EOSL- 1619,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)",Research Engineer/ Scientist I. Research Engineer/ Scientist II. Develop and integrate scripts to allow researchers to gather and analyze critical data from the...,nothing_found
1543,Atlanta,Bioinformatics Technician,Morehouse School Of Medicine,"Atlanta, GA",Coordinate with bench scientists and computational scientists to handle multiple concurrent analysis projects. Working experiences on data imputation....,nothing_found
1544,Atlanta,"Sr. Manager, Online Data Science",Agile,"Atlanta, GA","Lead and mentor a team of Data Scientist. Data science, data scientist, lead, manager, senior manager, sr. manager, machine learning, algorithms....",nothing_found
1545,Atlanta,Account Manager,NOKIA,"Roswell, GA 30076","Demonstrated success selling Software and Services in the Cable, Telecommunications or Data Center space. Broad knowledge of service provider and data center...",nothing_found
1546,Atlanta,FPGA Researcher (Mid/Senior) - ACL - 1646,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)","Qualified applicants will have experience with FPGA design and debugging using simulation, test benches, on-chip data capture, and electronic test equipment....",nothing_found
1547,Atlanta,Data Scientist,United Way,"Atlanta, GA","The Data Scientist will be a part of the data management and integration team to analyze public, proprietary and collaborative data sets and develop data-driven...",nothing_found
1548,Atlanta,"Sr Scientist II, Analytical Science",The Coca-Cola Company,"Atlanta, GA 30301 (Buckhead area)",Process and interpret data. Candidates (US citizen or permanent resident/green card) of interest should have a Ph.D....,nothing_found
1549,Atlanta,Data Engineer,Hearst Auto,"Chamblee, GA",Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader....,nothing_found
1550,Atlanta,Systems Administrator,Scientific Research Corporation,"Atlanta, GA 30339",Provide technical administration support to tactical data link (TDL) mission PC systems. The mission of the 625 OC is to conduct data link operations to support...,nothing_found
1551,Atlanta,Data Scientist,United Way,"Atlanta, GA","The Data Scientist will be a part of the data management and integration team to analyze public, proprietary and collaborative data sets and develop data-driven...",nothing_found
1552,Atlanta,Senior Mobile Developer,Perficient,"Atlanta, GA 30338","Our team is comprised of 200+ experienced strategists, media planners, design pros, data scientists and engineers....",nothing_found
1553,Atlanta,"Sr Scientist II, Analytical Science",The Coca-Cola Company,"Atlanta, GA 30301 (Buckhead area)",Process and interpret data. Candidates (US citizen or permanent resident/green card) of interest should have a Ph.D....,nothing_found
1554,Atlanta,Transportation Engineer Planner,VHB,"Atlanta, GA 30326 (Buckhead area)","Traffic data collection and tabulation. VHB’s passionate professionals include engineers, scientists, planners, and designers who partner with public and...",nothing_found
1555,Atlanta,"Data Engineer - GC Insights, New Ventures",McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)","As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)...",nothing_found
1556,Atlanta,Data Engineer - New Ventures Campus,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)","As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)...",nothing_found
1557,Atlanta,Front-End Web Application Developer - ELSYS - 1623,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)","Research Scientist II. Our research group is predominantly focused on the creation of collaborative, browser-based tools to support large-scale data...",nothing_found
1558,Atlanta,Associate Architect or Architectural Engineer Atlanta,"Wiss, Janney, Elstner Associates","Duluth, GA 30097","Ability to record data clearly and write passages for reports, letters, etc. Wiss, Janney, Elstner Associates (WJE) is a global firm of engineers, architects,...",nothing_found
1559,Atlanta,Lead Senior Mobile Developer (iOS),Perficient,"Atlanta, GA 30338","Our team is comprised of 200+ experienced strategists, media planners, design pros, data scientists and engineers....",nothing_found
1560,Atlanta,Lead Senior Mobile Developer (Android),Perficient,"Atlanta, GA 30338","Our team is comprised of 200+ experienced strategists, media planners, design pros, data scientists and engineers....",nothing_found
1561,Atlanta,"Data Scientist, Online",The Home Depot,"Atlanta, GA","Manager, Data Science. Strong communication and data presentation skills. Insights from data to solve business problems....",nothing_found
1562,Atlanta,Wetland/ Wildlife Survey Technician,TRC,"Norcross, GA 30093","Prepare field data forms, assist in preparation of reports. TRC's professionals include engineers, scientists, planners, and designers who are motivated to...",nothing_found
1563,Atlanta,Summer 2018 Data Scientist/Machine Learning Internship,Norfolk Southern Corp,"Atlanta, GA 30309 (Midtown area)",Summer 2018 - Operations Research/Data Scientist. You will have the opportunity of working with Norfolk Southern’s big data analytics platform and mine massive...,nothing_found
1564,Atlanta,Forensic Research Scientist,Envistacom,"Forest Park, GA","This position serves as a research scientist at The Office of the Chief Scientist (OCS) which manages research, development, testing and evaluation (RDT&E)...",nothing_found
1565,Atlanta,Data Scientist Supply Chain,The Home Depot,"Atlanta, GA","Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...",nothing_found
1566,Atlanta,Information Systems Security Officer - RS-1621,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)","GTRI employs over 1300 world class engineers and scientists. Linux Administrator (Linux+), Windows Administrator (all OSs including legacy systems), Generic...",nothing_found
1567,Atlanta,Scientist - Research,Imerys,"Johns Creek, GA","Testing and analysis of experimental data to produce measurable, meaningful and marketable technical data to support material developments....",nothing_found
1568,Atlanta,Forensic Research Scientist/Analyst,ANSER,"Forest Park, GA",SPECIFIC JOB DESCRIPTION ANSER is looking for a candidate to assist in identifying and assessing forensic and biometric related research and development...,nothing_found
1569,Atlanta,Data Analytics Engineer,North Highland,"Atlanta, GA","Data Analytics Engineer role joining our Data & Analytics capability, focusing on advanced analytics, data visualization, machine learning, data wrangling, and...",nothing_found
1570,Atlanta,"Data Scientist (PYTHON, HADOOP)",SoftVision - TAMS,"Johns Creek, GA",3-5 years of experience building large data sets from multiple sources to build algorithms for predicting future data characteristics....,nothing_found
1571,Atlanta,Information Systems Security Officer - RS-1621,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)","GTRI employs over 1300 world class engineers and scientists. Linux Administrator (Linux+), Windows Administrator (all OSs including legacy systems), Generic...",nothing_found
1572,Atlanta,Data Scientist,Scientific Games,"Alpharetta, GA",The Data Scientist offers expertise based on the application of statistical knowledge and predictive modeling....,nothing_found
1573,Atlanta,Research Scientist II or Senior Research Scientist PVA#38908,Georgia Tech,"Atlanta, GA","Research Scientist II or Senior Research Scientist PVA#38908(. In addition to the requisite knowledge of cell manufacturing bioprocess development, of...",nothing_found
1574,Atlanta,"Structural/Architectural Field Technician Atlanta, GA","Wiss, Janney, Elstner Associates","Duluth, GA 30097","Ability to record data clearly and write passages for reports, letters, etc. Works as part of a collaborative team of technicians, scientists, and engineers to...",nothing_found
1575,Atlanta,Scientist 1 - Scienfitic Support,Q2 Solutions,"Marietta, GA",Assist in the execution of laboratory scientific support including communicating with and providing guidance on relevant test data to stakeholders....,nothing_found
1576,Atlanta,"Data Scientist (PYTHON, HADOOP)",SoftVision - TAMS,"Johns Creek, GA",3-5 years of experience building large data sets from multiple sources to build algorithms for predicting future data characteristics....,nothing_found
1577,Atlanta,Data Analytics Engineer,North Highland,"Atlanta, GA","Data Analytics Engineer role joining our Data & Analytics capability, focusing on advanced analytics, data visualization, machine learning, data wrangling, and...",nothing_found
1578,Atlanta,Financial Crime Data Scientist,Fiserv,"Alpharetta, GA","Financial Crime Data Scientist. What does a great Financial Crime Data Scientist do? Minimum 7 years experience in Data Analysis, Data Management, and/or...",nothing_found
1579,Atlanta,Landscape Architect,Jacobs,"Atlanta, GA 30309 (Midtown area)","Often works closely with architects, engineers, and scientists. Demonstrated ability to collect, organize, interpret, and present data in creative ways to team...",nothing_found
1580,Atlanta,Lead Data Scientist,UNITED PARCEL SERVICE,"Alpharetta, GA",Lead Data Scientist. Data Modeling - Advanced. The Lead Data Scientist uses advanced computational and analytical skills to estimate and run models....,nothing_found
1581,Atlanta,Sensor Scientist,IDEXX Laboratories,"Roswell, GA","As a Sensor Scientist, you will:. Ability to identify problems, collect data, establish facts, draw valid conclusions and implement solutions....",nothing_found
1582,Atlanta,Landscape Architect,Jacobs,"Atlanta, GA 30309 (Midtown area)","Often works closely with architects, engineers, and scientists. Demonstrated ability to collect, organize, interpret, and present data in creative ways to team...",nothing_found
1583,Atlanta,Forensic Scientist,Quest Diagnostics,"Tucker, GA","Of equipment utilized in area of responsibility, capable of programming sequence table for sample analysis, capable of basic data review....",nothing_found
1584,Atlanta,Scientist Certifying-Positive,Quest Diagnostics,"Tucker, GA","Data review processes. A Positive Certifying Scientist reviews analytical data to ensure accuracy, completeness and defensibility of testing results and...",nothing_found
1585,Atlanta,Scientist Certifying-Negative,Quest Diagnostics,"Tucker, GA",Completion of an in-house negative Certifying Scientist training program and approval by the Laboratory Director to perform independent functions....,nothing_found
1586,Atlanta,Senior Decision Scientist,ASSURANT,"Atlanta, GA 30339","The Senior Data Scientist will be responsible to manage key strategic projects like end to end Forecast, Consumer analytics, client analytics for different...",nothing_found
1587,Atlanta,Data Scientist,Nielsen,"Alpharetta, GA","Data Scientist - 8952. Data Science - USA Alpharetta, Georgia. Enable better decisions using the data (e.g....",nothing_found
1588,Atlanta,Formulation Scientist,Crane Currency,"Alpharetta, GA","Crane Currency in Alpharetta, GA is looking for a Formulation Scientist to support our R&D team. Working knowledge of color formulation and how to control...",nothing_found
1589,Atlanta,Project Scientist II,AECOM,"Atlanta, GA 30309 (Midtown area)","+ Compiles, evaluates, and analyzes environmental data. AECOM is actively seeking a highly talented and motivated Project Scientist II for immediate employment...",nothing_found
1590,Atlanta,Project Scientist 1,Halyard Health,"Alpharetta, GA",Previous data manipulation and statistical analysis experience with software (JMP or Minitab) preferred. Demonstrated scientific bench strength to develop...,nothing_found
1591,Atlanta,Data Scientist,Nielsen,"Alpharetta, GA","Data Scientist - 8952. Data Science - USA Alpharetta, Georgia. Enable better decisions using the data (e.g....",nothing_found
1592,Atlanta,Formulation Scientist,Crane Currency,"Alpharetta, GA","Crane Currency in Alpharetta, GA is looking for a Formulation Scientist to support our R&D team. Working knowledge of color formulation and how to control...",nothing_found
1593,Atlanta,Data Management/Analysis Fellowship,Oak Ridge Associated Universities,"Atlanta, GA","Providing assistance on study management and data management such as development of data documentation, quality of control (QC) of data collection, data entries...",nothing_found
1594,Atlanta,Project Scientist 1,Halyard Health,"Alpharetta, GA",Previous data manipulation and statistical analysis experience with software (JMP or Minitab) preferred. Demonstrated scientific bench strength to develop...,nothing_found
1595,Atlanta,Senior Staff-National Tax office (15198),Crowe Horwath,"Atlanta, GA 30326 (Buckhead area)",Lead technical interviews with client personnel such as scientists and engineers. Analyze client data to identify potentially qualifying positions and subject...,nothing_found
1596,Atlanta,Scientist 1 - Flow Cytometry Assay Development,Q2 Solutions,"Marietta, GA","Ability to analyze method development data and make sound conclusions on subsequent steps. We help biopharmaceutical, medical device and diagnostics customers...",nothing_found
1597,Atlanta,Biomedical Engineering: Faculty Position - Open Rank (Asst or Assoc Professor),Emory University,"Atlanta, GA","We benefit from a vibrant community of scientists, engineers and clinicians and are strongly supported by both institutions for continued growth....",nothing_found
1598,Atlanta,Data Analyst Supply Chain,The Home Depot,"Atlanta, GA","Operates under the supervision and mentorship of more experienced managers and data scientists. 1-3 years work experience in data mining, statistical analysis,...",nothing_found
1599,Atlanta,Data Scientist,Varian Medical Systems,"Atlanta, GA",Work in capacity of a data scientist as part of Data Insights team to design Business Intelligence product. Data mining using state-of-the-art methods....,nothing_found
1600,Atlanta,Data Scientist Intern,Varian Medical Systems,"Atlanta, GA",Aggregating and analyzing disparate data sources. Identifying patterns within the disparate data using statistical techniques....,nothing_found
1601,Dallas,Statistical Analyst,STATinMED Research,"Plano, TX 75093","Develop study statistical analysis plans, final reports, and PowerPoint slide decks by providing statistical analyses of study data and prepare tables and data...",nothing_found
1602,Dallas,Research Analyst Intern (Part-time),"DeWolff, Boberg & Associates","Dallas, TX",Decipher and interpret large amounts of data to determine validity and accuracy. Utilize internet search tools to conduct industry and market research to ensure...,nothing_found
1603,Dallas,Jr Research Analyst,Gartner,"Irving, TX",Ability to construct sub-hypotheses around a given research topic and test it by gathering data from multiple secondary sources. Junior Research Analyst....,nothing_found
1604,Dallas,Divisional Statistician,The Salvation Army,"Dallas, TX","Plans, directs, supervises and evaluates statistical reporting operations for the Texas Division; trains, supervises, and assists the Assistant Divisional...",$18 - $20 an hour
1605,Dallas,Sr Consultant Data Scientist,Hitachi Consulting Corporation US,"Dallas, TX","The Data Scientist designs, builds and maintains analytical models that mine large sets of structured, semi-structured and unstructured data while looking for...",nothing_found
1606,Dallas,SCIENTIFIC PROGRAMMER (Neuroimaging) - Bioinformatics,UT Southwestern Medical Center,"Dallas, TX 75390 (Northeast Dallas area)","Analyzes, curates, and debugs codes written by other programmers and scientists. Programs databases according to design specifications of data models using...",nothing_found
1607,Dallas,Ultimate Hoops Statistician,Life Time Fitness,"Dallas, TX","Experience tracking statistical data for basketball games. As the Ultimate Hoops Statistician, you will assist in the execution of the Ultimate Hoops Basketball...",nothing_found
1608,Dallas,Principal-Advanced Analytics,AT&T,"Dallas, TX","Supports data selection, extraction, and cleansing for corporate applications, including data lakes and data marts. Data Analytics Nano-degree;...",nothing_found
1609,Dallas,Sr Data Scientist,7-Eleven,"Irving, TX",Work closely with data engineersto ensure the source data is aggregated and cleansed. Work with DevOps to build automated data pipelines....,nothing_found
1610,Dallas,Senior IT Analyst - Machine learning,PepsiCo,"Plano, TX","Perform data analysis on large scale datasets (millions of rows). Experience working with data environments and tools such as Hadoop, Spark, will be preferred....",nothing_found
1611,Dallas,Sr Specialist Big Data,"J.C. Penney Corporation, Inc.","Plano, TX",Partner with marketing analysts and data scientists to build identify an infrastructure/pipeline to collect and analyze data. Sr Specialist BIg Data....,nothing_found
1612,Dallas,User Research Analyst,id Software,"Richardson, TX","id Software is looking for an experienced, mid-level user research to join our team. The id Software User Research Lab provides usability testing, play testing...",nothing_found
1613,Dallas,Temporary Research Analyst ( 6 Month contract),"Berry, Appleman & Leiden","Richardson, TX",Overview Berry Appleman and Leiden's (BAL's) dedicated professionals share core values that support our mission to be the world’s most trusted resource for...,nothing_found
1614,Dallas,Business Analyst - Analytics,Pizza Hut Corporate,"Plano, TX","Work with multiple business stake holders, Data scientists and Data Engineers to collect and articulate business requirements....",nothing_found
1615,Dallas,Health Research Analyst I,HMS,"Irving, TX",Develop data formatting and cleaning criteria for data from various sources and evaluates relevant data. Ability to comprehend and interpret documents and data....,nothing_found
1616,Dallas,Principal Research Analyst,IHS Markit,"Dallas, TX 75240 (Far North area)","Gather information from industry periodicals and external data sources; Additionally, the analyst will produce high quality reports on a quarterly basis...",nothing_found
1617,Dallas,Research & Media Analyst,The Integer Group,"Dallas, TX",Execution and Data Support. Integration of disparate data sources from multiple departments. Develop queries to support data extracts for marketing campaigns....,nothing_found
1618,Dallas,Research Enrollment Analyst I Cardiology,Baylor Scott & White,"Plano, TX 75093",The Research Enrollment Analyst is responsible for enrolling participants in research projects and assisting the Clinical Research Coordinator in...,nothing_found
1619,Dallas,"Senior Manager, Data Products",Altisource,"Plano, TX","Manage data analysis, QC and data vendors to launch a data trend report and press release quarterly. We are looking for a Senior Manager, Data Products will be...",nothing_found
1620,Dallas,Research Enrollment Analyst II,Baylor Scott & White,"Dallas, TX 75246 (Northeast Dallas area)",The Research Enrollment Analyst collaborates with the principle investigator to establish and implement data collection procedures and protocols....,nothing_found
1621,Dallas,"Senior Manager, Data Products",Altisource,"Plano, TX","Manage data analysis, QC and data vendors to launch a data trend report and press release quarterly. We are looking for a Senior Manager, Data Products will be...",nothing_found
1622,Dallas,"Consulting - Manager, Data Scientist",Hitachi Consulting Corporation US,"Dallas, TX","The Data Scientist designs, builds and maintains analytical models that mine large sets of structured, semi-structured and unstructured data while looking for...",nothing_found
1623,Dallas,Database Developer,"HKS, Inc.","Dallas, TX 75201 (City Center District area)",Data Warehouse vs Data Mart vs Operational Data Store. Create automated and maintainable ETL processes to move data in and out of a data warehouse....,nothing_found
1624,Dallas,Accounts Receivable Analyst - Research,The US Oncology Network,"Richardson, TX",Position Summary Texas Oncology is searching for an Accounts Receivable Analyst. The Accounts Receivable Analyst is responsible for the accurate and timely...,nothing_found
1625,Dallas,Medical Science Liaison - Northeast,Caris Life Sciences,"Irving, TX","MSLs are responsible for communicating the value of Caris Molecular Intelligence (CMI) to external clients, such as physicians, scientists and other interested...",nothing_found
1626,Dallas,Enterprise Analytics & Information Architect,Lockheed Martin,"Grand Prairie, TX 75051","Prior experience in working with community of data scientists to understand their data needs, data utilization in advanced analytical use cases;...",nothing_found
1627,Dallas,"Marketing Manager, Data Analysis and CRM Insights",GameStop: Adverto,"Grapevine, TX","Leverage analytical CRM tools to identify, blend, and analyze available customer data sources and information....",nothing_found
1628,Dallas,Market Research Analyst - Mass. Electric Transportation,Kiewit Corporation,"Irving, TX","Data Management & Analytics. Obtain data to support the forecasting and tracking of markets and trends, analyzing collected data....",nothing_found
1629,Dallas,"Director, Data Scientist",KPMG,"Dallas, TX","Retrieve, prepare, and process a rich data variety of data sources such as social media, news, internal/external documents, emails, financial data, and...",nothing_found
1630,Dallas,Information Designer,"HKS, Inc.","Dallas, TX 75201 (City Center District area)",Excellent data visualization and graphic design skills. To translate data into compelling stories and visualizations....,nothing_found
1631,Dallas,Information Designer,"HKS, Inc.","Dallas, TX 75201 (City Center District area)",Excellent data visualization and graphic design skills. To translate data into compelling stories and visualizations....,nothing_found
1632,Dallas,Senior Quantitative Analyst,DTCC,"Dallas, TX",2-3 years of relevant fixed income quantitative risk modeling and/or data analysis experience. 2+ years of working experience on large scale data base...,nothing_found
1633,Dallas,Senior-Big Data Engineer,AT&T,"Richardson, TX","Implements statistical data quality procedures on new data sources, and by applying rigorous iterative data analytics, supports Data Scientists in data sourcing...",nothing_found
1634,Dallas,Sr. Data & Analytics Digital & Tech Manager,CBRE,"Dallas, TX","Partner with data engineers, data scientists to help ""tell the story"" behind the data. Engage in programming, data management and analysis of various data...",nothing_found
